player,team,league,season,position_group,cluster,archetype,pca_x,pca_y,goals_p90,assists_p90,xG_p90,xA_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,shot_conversion,finishing_over_xG,creation_over_xA,discipline_p90,involvement_index
Mark Uth,Hoffenheim,Bundesliga,1718,DEF,5,Clinical Poacher,4.513900299050303,-2.009998270519319,0.5803777058588772,0.33164440334792983,0.41193906195407004,0.19498459847679017,2.3215108234355086,1.2022109621362456,0.6872026585068739,0.16850906455500034,0.24999999553571436,0.16843864390480712,0.13665980487113966,0.20727775209245614,0.42785586153093713
Niclas Füllkrug,Hannover 96,Bundesliga,1718,FWD,5,Clinical Poacher,3.327246795211182,-2.3971468776908007,0.5278592373155178,0.11311269371046809,0.43055334040562576,0.1392653141489368,3.280268117603575,1.39505655576244,0.5415027160355771,0.1833579151395745,0.1609195383802352,0.097305896909892,-0.02615262043846872,0.0754084624736454,0.36243031558757577
Timo Werner,RasenBallsport Leipzig,Bundesliga,1718,FWD,5,Clinical Poacher,3.5839131393425627,-1.6562294047599102,0.46856227454202554,0.25230276321493683,0.4892647000510286,0.16331923179856478,3.4241089293455715,0.8650380453083548,0.6055564907873601,0.09626349380422525,0.1368421038227147,-0.020702425509003086,0.08898353141637205,0.03604325188784812,0.35090999229579267
Michael Gregoritsch,Augsburg,Bundesliga,1718,FWD,5,Clinical Poacher,1.8068430876552406,-2.570446481178962,0.46008651181278554,0.07078254027889008,0.3504982644817517,0.04590004507875436,3.220605582689499,0.7078254027889008,0.4338877850655356,0.1713917494198028,0.14285714128728416,0.10958824733103384,0.024882495200135725,0.10617381041833512,0.3026397672426692
Pierre-Emerick Aubameyang,Borussia Dortmund,Bundesliga,1718,FWD,5,Clinical Poacher,6.744749930190237,-2.4320251957826753,0.823363827710511,0.19000703716396405,1.0547757197618715,0.16202207281532127,3.736805064224627,1.013370864874475,1.0720756053091334,0.1620336037422899,0.22033897931628849,-0.23141189205136048,0.027984964348642782,0.12667135810930938,0.6170546045257116
Andrej Kramaric,Hoffenheim,Bundesliga,1718,FWD,3,Elite Complete Forward,5.100616221358228,-1.0841699158107694,0.5267897341167088,0.243133723438481,0.4140851294157126,0.23110480046162796,3.32282755365924,2.1071589364668353,0.6486770947541756,0.2935230085048548,0.1585365834324807,0.11270460470099619,0.01202892297685304,0.04052228723974683,0.4711000516295152
Sandro Wagner,"Bayern Munich,Hoffenheim",Bundesliga,1718,FWD,5,Clinical Poacher,3.984993523124996,-3.2247020274933944,0.6754221384143702,0.16885553460359254,0.5540512451900237,0.09682642282911887,2.983114444663468,1.238273920426345,0.6692830215986738,0.12133272720590521,0.22641509006763982,0.12137089322434647,0.07202911177447367,0.22514071280479003,0.39530787440228954
Salomon Kalou,Hertha Berlin,Bundesliga,1718,FWD,5,Clinical Poacher,1.7392281293600838,-3.1467868436522766,0.4827894499406395,0.12069736248515987,0.3849156128306309,0.09394558415090247,2.011622708085998,0.6437192665875193,0.3924232337011996,0.07886808442825158,0.23999999520000012,0.09787383711000858,0.026751778334257403,0.0,0.23564565906472557
Alfred Finnbogason,Augsburg,Bundesliga,1718,FWD,5,Clinical Poacher,4.086548273641138,-2.5526097751863888,0.5879150786130021,0.14697876965325052,0.554034670773862,0.1742616359556563,2.547632007323009,1.5677735429680055,0.6803516143748792,0.12736602702733293,0.23076922633136104,0.033880407839140037,-0.027282866302405784,0.09798584643550035,0.40385882070110607
Guido Burgstaller,Schalke 04,Bundesliga,1718,FWD,5,Clinical Poacher,1.9778495324741343,-2.3330757566911284,0.4259896727943246,0.15490533556157257,0.3486722061936383,0.17010657741019333,2.129948363971623,1.084337348931008,0.44356818569142936,0.0798620341607948,0.19999999636363644,0.07731746660068628,-0.015201241848620761,0.30981067112314514,0.2617151099261121
Thorgan Hazard,Borussia M.Gladbach,Bundesliga,1718,FWD,1,Volume Forward,3.516958994893586,0.2279334796343272,0.30456852781571286,0.15228426390785643,0.4354590161501597,0.20196565850256218,2.680203044778273,1.9187817252389912,0.6374806216864386,0.26083782308318226,0.11363636234504133,-0.13089048833444683,-0.04968139459470575,0.030456852781571286,0.44915922238481043
Serge Gnabry,Hoffenheim,Bundesliga,1718,FWD,5,Clinical Poacher,5.0557069066143265,-1.8590291772535519,0.5863192178590754,0.2931596089295377,0.34753389784370836,0.2182931197471125,2.9315960892953767,1.5244299664335959,0.6918812361482751,0.24135304752072864,0.1999999960000001,0.238785320015367,0.0748664891824252,0.0,0.46661714183450187
Davie Selke,Hertha Berlin,Bundesliga,1718,FWD,5,Clinical Poacher,1.6203036571457252,-3.020009149172394,0.4769475355183107,0.0,0.3534242689116541,0.08161771238642017,2.193958663384229,0.7154213032774661,0.5093426056414982,0.16147700889401054,0.21739129962192827,0.12352326660665658,-0.08161771238642017,0.1907790142073243,0.3354098072677544
Raffael,Borussia M.Gladbach,Bundesliga,1718,FWD,5,Clinical Poacher,3.0961953068814156,-1.210318475979012,0.3881169140449847,0.08624820312110772,0.3107819183939328,0.19260825981694743,2.2855773827093544,1.509343554619385,0.62164121713632,0.2565410567416936,0.16981131755072987,0.0773349956510519,-0.10636005669583971,0.0,0.4390911369390068
Julian Brandt,Bayer Leverkusen,Bundesliga,1718,DEF,5,Clinical Poacher,3.57881715947559,-0.5727461424627699,0.34512143146777957,0.11504047715592652,0.2314578091892663,0.2410559475420192,1.6489135059016136,2.262462717399888,0.6408311990559593,0.31176595758770687,0.20930232071389954,0.11366362227851326,-0.12601547038609268,0.0,0.4762985783218331
Daniel Didavi,Wolfsburg,Bundesliga,1718,FWD,5,Clinical Poacher,1.1935742869344907,-2.0780096157302843,0.3580901855180857,0.19893899195449205,0.1683007347313055,0.09150342991981929,2.1883289114994127,1.1538461533360538,0.27956419988757686,0.10178983288538947,0.16363636066115708,0.1897894507867802,0.10743556203467276,0.15915119356359364,0.19067701638648316
Martin Harnik,Hannover 96,Bundesliga,1718,FWD,5,Clinical Poacher,1.4984456555965378,-2.560854002647102,0.42811839300839405,0.09513742066853201,0.35405076363846605,0.05680713311761379,2.330866806379034,0.8562367860167881,0.4327736561307274,0.09320709308955887,0.18367346563931702,0.074067629369928,0.03833028755091822,0.09513742066853201,0.26299037461014313
Jean-Kevin Augustin,RasenBallsport Leipzig,Bundesliga,1718,FWD,5,Clinical Poacher,4.781250886553663,-2.1762573328945622,0.6362922225952141,0.35349567921956343,0.5162541751219963,0.1478724824002903,2.6158680262247693,1.131186173502603,0.654540334526921,0.1659043758641281,0.24324323666910172,0.12003804747321778,0.20562319681927313,0.07069913584391269,0.4102223551955245
Mario Gomez,"VfB Stuttgart,Wolfsburg",Bundesliga,1718,FWD,5,Clinical Poacher,1.6037118837305886,-1.6094461299123395,0.3477887503873814,0.11592958346246046,0.3911993807255906,0.11621721604541164,2.164018891299262,0.9660798621871705,0.452528300865911,0.10495761261737985,0.16071428284438782,-0.04341063033820919,-0.0002876325829511833,0.11592958346246046,0.2787429567416454
Maximilian Philipp,Borussia Dortmund,Bundesliga,1718,FWD,5,Clinical Poacher,4.434362805473403,-3.2076970904083026,0.6683168311317518,0.07425742568130575,0.3653098826076487,0.1628581316959786,3.267326729977453,1.1138613852195862,0.7337933343931191,0.2813205163043238,0.20454544989669432,0.3030069485241031,-0.08860070601467285,0.0,0.5075569253487214
Leon Bailey,Bayer Leverkusen,Bundesliga,1718,DEF,3,Elite Complete Forward,4.650783869349219,0.05708545918422229,0.36420863292976235,0.24280575528650822,0.32401652246710705,0.2586123278531697,3.0755395669624375,2.5494604305083364,0.6811683797129274,0.2598905220687017,0.11842105107340722,0.040192110462655306,-0.01580657256666146,0.08093525176216941,0.47052945089081455
Sébastien Haller,Eintracht Frankfurt,Bundesliga,1718,FWD,5,Clinical Poacher,1.6080587322960944,-1.8147429383108546,0.3439490444399367,0.1528662419733052,0.26662458763495955,0.14573701508798642,1.5668789802263783,1.146496814799789,0.3876732420665613,0.12941338284864304,0.21951218976799539,0.07732445680497713,0.007129226885318779,0.0764331209866526,0.25854331245760215
Lucas Alario,Bayer Leverkusen,Bundesliga,1718,FWD,5,Clinical Poacher,4.234654611640355,-0.9551856852335023,0.5252918284531181,0.23346303486805248,0.5808798556076452,0.11770080593445993,3.3852140055867608,0.8171206220381837,0.7919377621186339,0.25799528635425856,0.15517241111771707,-0.05558802715452715,0.11576222893359255,0.40856031101909185,0.5249665242364462
Yoshinori Muto,Mainz 05,Bundesliga,1718,FWD,5,Clinical Poacher,0.7520066814035394,-2.8920332811631733,0.3767660908546488,0.0941915227136622,0.22715199732702546,0.08178620891725608,1.7425431702027507,0.8006279430661287,0.34266985803338673,0.04702478299728727,0.21621621037253486,0.14961409352762334,0.012405313796406123,0.0941915227136622,0.19484732051533699
Thomas Müller,Bayern Munich,Bundesliga,1718,FWD,3,Elite Complete Forward,7.640189489530131,2.3091343277431786,0.36791006624020944,0.5978538576403404,0.2660200238775898,0.47253678345441597,1.9775166060411258,2.52938170540144,1.0016575908832202,0.3956037561786671,0.18604650730124403,0.10189004236261967,0.12531707418592442,0.18395503312010472,0.6986306735309437
Luka Jovic,Eintracht Frankfurt,Bundesliga,1718,FWD,5,Clinical Poacher,4.584805907756067,-3.82968100247225,0.7792207783774667,0.09740259729718334,0.7367337557871594,0.12013044267857653,3.6038960999957834,0.6818181810802834,0.7811040867907175,0.13028143721672109,0.21621621037253486,0.042487022590307344,-0.02272784538139319,0.19480519459436668,0.45569276200371933
Naldo,Schalke 04,Bundesliga,1718,DEF,2,Efficient Impact Player,-0.5719166675106662,-1.5279028420466956,0.20588235287389467,0.05882352939254133,0.11771990067368118,0.07252911174600545,1.3823529407247213,0.44117647044406,0.2103299291336215,0.1605916039986445,0.14893616704391135,0.08816245220021349,-0.013705582353464113,0.11764705878508266,0.185460766566133
Marco Reus,Borussia Dortmund,Bundesliga,1718,FWD,5,Clinical Poacher,4.561672652836745,-3.230008683359835,0.6673728806489694,0.0,0.5206116513059039,0.20470508759055972,2.9555084714454356,1.8114406760472026,0.7668054089414328,0.21871296500001708,0.22580644432882438,0.14676122934306546,-0.20470508759055972,0.09533898294985277,0.49275918697072496
Daniel Ginczek,VfB Stuttgart,Bundesliga,1718,FWD,5,Clinical Poacher,1.3690064986110093,-2.477294704912124,0.41069100364361727,0.0,0.41854891994690385,0.07873987679177515,2.464146021861704,0.8800521506648942,0.48699514724069715,0.107928277196181,0.1666666626984128,-0.007857916303286583,-0.07873987679177515,0.17601043013297885,0.2974617122184391
James Rodríguez,Bayern Munich,Bundesliga,1718,MID,3,Elite Complete Forward,8.81805413347823,3.612535890903608,0.38461538438057663,0.6043956040266204,0.2860348227806119,0.4181752402525239,2.252747251371949,3.516483514336701,1.0255050077750525,0.6296107103622616,0.1707317031528853,0.09858056159996476,0.1862203637740965,0.1098901098230219,0.827557859068657
Simon Terodde,"FC Cologne,VfB Stuttgart",Bundesliga,1718,FWD,1,Volume Forward,0.513948208638103,-1.828818179108917,0.29801324489214137,0.042573320698877336,0.3888157228293883,0.07530676168347325,1.8732261107506027,0.9366130553753014,0.3732666913275497,0.058256738056787036,0.1590909054752067,-0.09080247793724694,-0.032733440984595914,0.17029328279550934,0.21576171469216837
Vedad Ibisevic,Hertha Berlin,Bundesliga,1718,FWD,1,Volume Forward,1.9788649755303196,-1.100550119295432,0.37241379284661114,0.24827586189774076,0.5506768645967358,0.10345782112131924,2.3586206880285374,0.8068965511676575,0.46602696274092953,0.059580346342064494,0.15789473268698073,-0.17826307175012468,0.14481804077642152,0.37241379284661114,0.262803654541497
Max Kruse,Werder Bremen,Bundesliga,1718,FWD,1,Volume Forward,2.407999634087392,0.2974554781686174,0.22004889966583174,0.22004889966583174,0.1874281970298105,0.17511732590223458,1.9437652803815137,2.0904645468254017,0.4808554241710349,0.2168753289378247,0.11320754503381991,0.03262070263602124,0.04493157376359716,0.07334963322194392,0.3488653765544298
Daniel Caligiuri,Schalke 04,Bundesliga,1718,DEF,1,Volume Forward,1.2858738354780386,-0.04327911521159055,0.1851851851216786,0.3086419752027977,0.12571592865523706,0.1700316098177025,1.080246913209792,1.5123456784937088,0.26596904815148387,0.16277956569526977,0.1714285665306124,0.05946925646644155,0.1386103653850952,0.12345679008111908,0.21437430692337683
Lewis Holtby,Hamburger SV,Bundesliga,1718,FWD,5,Clinical Poacher,1.2913057390641551,-3.2876719205224276,0.45037531238500805,0.0,0.25534230747788206,0.06342588333689292,1.6513761454116962,1.0508757288983521,0.4229564229235025,0.1547554209531912,0.27272726033057904,0.195033004907126,-0.06342588333689292,0.07506255206416801,0.28885592193834686
Lars Stindl,Borussia M.Gladbach,Bundesliga,1718,FWD,4,Deep-Lying Playmaker,2.962607901704904,1.1619603151588909,0.1976573937783099,0.09882869688915495,0.2110722209515652,0.197005800579835,2.3389458263766674,1.7789165440047892,0.7023780393852682,0.4085149657869465,0.08450704106328112,-0.01341482717325529,-0.09817710369068004,0.16471449481525824,0.5554465025861074
Arturo Vidal,Bayern Munich,Bundesliga,1718,MID,3,Elite Complete Forward,4.06833823929161,0.4994590098248429,0.36986301344529926,0.12328767114843309,0.25894999391307116,0.1642881745163791,2.958904107562394,1.6643835605038466,0.7841763320327909,0.5191754755797117,0.1249999973958334,0.1109130195322281,-0.041000503367946,0.36986301344529926,0.6516759038062513
Divock Origi,Wolfsburg,Bundesliga,1718,FWD,1,Volume Forward,0.6141202936484494,-1.6061208834684222,0.27522935765788514,0.09174311921929504,0.2887832812791759,0.04949061171867508,2.7981651361884987,0.5045871557061227,0.3855735679336476,0.08246023750531645,0.09836065412523519,-0.013553923621290764,0.04225250750061996,0.09174311921929504,0.23401690271948203
Kevin-Prince Boateng,Eintracht Frankfurt,Bundesliga,1718,FWD,2,Efficient Impact Player,0.17539252030324096,-1.0026321220277434,0.22813688203289528,0.038022813672149214,0.15756523208728695,0.04772195186815332,1.6730038015745654,0.6083650187543874,0.3837162756754874,0.24118687798607374,0.13636363326446288,0.07057164994560833,-0.009699138196004105,0.19011406836074607,0.31245157683078056
Ante Rebic,Eintracht Frankfurt,Bundesliga,1718,FWD,5,Clinical Poacher,1.7527429101822638,-1.311478314461721,0.30594900832524136,0.10198300277508045,0.2412498074644179,0.20627567638952463,2.3966005652143907,1.2747875346885056,0.5213469089598308,0.12991868520957642,0.12765957175192402,0.06469920086082345,-0.10429267361444418,0.4079320111003218,0.3256327970847036
Corentin Tolisso,Bayern Munich,Bundesliga,1718,MID,3,Elite Complete Forward,4.4512991468828265,1.1718228865936449,0.35363457737155557,0.2357563849143704,0.27266367556774235,0.14626941438297414,2.475442041600889,1.178781924571852,0.8421252647751316,0.5441858572340658,0.1428571394557824,0.08097090180381322,0.08948697053139626,0.17681728868577778,0.6931555610045987
Naby Keita,RasenBallsport Leipzig,Bundesliga,1718,MID,1,Volume Forward,2.1943145181763692,-0.20540946077649586,0.27411167498776057,0.2284263958231338,0.15172900988341315,0.19023986004545013,1.918781724914324,1.8274111665850703,0.4847323338352345,0.23106136579194145,0.1428571394557824,0.12238266510434742,0.03818653577768366,0.5025380708108943,0.357896849813588
Pablo De Blasis,Mainz 05,Bundesliga,1718,FWD,1,Volume Forward,0.9677257932529961,-1.400856884207174,0.2714113387989075,0.108564535519563,0.20031780786683695,0.12675076118351483,1.5741857650336635,1.5741857650336635,0.3066897921636556,0.13834461358663086,0.17241378715814526,0.07109353093207055,-0.018186225663951838,0.108564535519563,0.22251720287514323
Yunus Malli,Wolfsburg,Bundesliga,1718,FWD,1,Volume Forward,0.8859827591507553,-0.5784131712102991,0.20107238596913657,0.16085790877530926,0.1722260626591716,0.11868886996360181,2.2117962456605023,1.1260053614271648,0.35335034810337573,0.13825026827731804,0.09090908925619838,0.028846323309964977,0.04216903881170744,0.12064343158148194,0.24580030819034687
Filip Kostic,Hamburger SV,Bundesliga,1718,FWD,1,Volume Forward,0.5009405292205585,-0.8823697247233862,0.18656716410175492,0.03731343282035098,0.32400368164246507,0.11610716854537613,2.462686566143165,1.1194029846105296,0.37255663954872564,0.07476724503909335,0.07575757460973372,-0.13743651754071015,-0.07879373572502515,0.07462686564070196,0.2236619422939095
Mathew Leckie,Hertha Berlin,Bundesliga,1718,MID,2,Efficient Impact Player,-0.45081312883863767,-2.294827553043435,0.24377031406079613,0.04875406281215923,0.0872643339153552,0.06917007004410768,1.1213434446796622,0.8288190678067069,0.2257368475023262,0.10092438139680954,0.21739129489603065,0.15650598014544093,-0.020416007231948446,0.1462621884364777,0.16333061444956787
Leonardo Bittencourt,FC Cologne,Bundesliga,1718,FWD,1,Volume Forward,1.2542972897461035,-1.2205862326170311,0.27709359588848914,0.16625615753309347,0.18383687999354495,0.1310667203072152,1.7733990136863305,1.3300492602647478,0.40547317822082246,0.1140166812200014,0.15624999511718765,0.09325671589494419,0.03518943722587828,0.2216748767107913,0.2597449297204119
Caiuby,Augsburg,Bundesliga,1718,FWD,1,Volume Forward,1.268704507693672,0.29110841948187266,0.15734265728764243,0.2517482516602279,0.13825633390238326,0.15910138276384994,2.328671327857108,1.0699300695559686,0.3948318730063022,0.17131390339742236,0.06756756665449234,0.019086323385259174,0.09264686889637797,0.2517482516602279,0.28307288820186227
Matthias Ginter,Borussia M.Gladbach,Bundesliga,1718,DEF,2,Efficient Impact Player,-0.9370516783101299,-1.095600923182708,0.14705882348135332,0.05882352939254133,0.11132529075728176,0.03363725656968629,0.794117646799308,0.20588235287389467,0.2350459345396113,0.18767929517502127,0.18518517832647488,0.035733532724071565,0.025186272822855044,0.05882352939254133,0.21136261485731628
Shinji Kagawa,Borussia Dortmund,Bundesliga,1718,MID,3,Elite Complete Forward,4.5719253352066485,0.27760454254308686,0.3865979378122011,0.07731958756244021,0.35969158565237025,0.19511165987913087,1.855670101498565,1.6237113388112445,0.927598430487067,0.48348664062940994,0.20833332465277812,0.026906352159830838,-0.11779207231669066,0.0,0.7055425355582385
Franck Ribéry,Bayern Munich,Bundesliga,1718,FWD,3,Elite Complete Forward,4.907784689183581,0.2854840655168146,0.3712871284065288,0.07425742568130575,0.2546570713992689,0.2986944190961712,1.485148513626115,2.5247524731643955,0.9015326015589649,0.5000156207070949,0.2499999875000006,0.11663005700725987,-0.22443699341486548,0.22277227704391725,0.7007741111330299
Arjen Robben,Bayern Munich,Bundesliga,1718,FWD,3,Elite Complete Forward,4.945279306562722,1.1656957260870966,0.2945026176083098,0.2945026176083098,0.3142321160498308,0.2885377426944942,3.0039266996047598,1.9437172762148447,0.7732890788963626,0.3448499956273801,0.09803921376393698,-0.019729498441521,0.005964874913815588,0.0,0.5590695372618714
Marius Wolf,Eintracht Frankfurt,Bundesliga,1718,DEF,1,Volume Forward,1.5704977774173772,0.09299748674206368,0.18955349612908445,0.30328559380653514,0.11678636348465082,0.1884750412060044,1.3268744729035913,1.2510530744519575,0.3833522260921791,0.16681208209386766,0.14285713877551032,0.07276713264443363,0.11481055260053075,0.15164279690326757,0.2750821540930234
Chadrac Akolo,VfB Stuttgart,Bundesliga,1718,FWD,5,Clinical Poacher,1.116450863043551,-2.7436548867161106,0.406504064673438,0.0,0.37020738377313467,0.06419309242546335,2.682926826844691,1.056910568150939,0.42072614480601556,0.07230322097325083,0.15151514692378343,0.03629668090030336,-0.06419309242546335,0.1626016258693752,0.24651468288963319
Ihlas Bebou,Hannover 96,Bundesliga,1718,FWD,1,Volume Forward,1.7119488944857528,-0.4155638385641549,0.21097046403611325,0.0843881856144453,0.23865149985766146,0.20842051383097868,2.109704640361133,1.7299578050961288,0.4961489630651151,0.15075792358871426,0.09999999800000005,-0.02768103582154821,-0.12403232821653337,0.12658227842166797,0.32345344332691467
Salif Sané,Hannover 96,Bundesliga,1718,DEF,2,Efficient Impact Player,-1.631005395329933,-1.2325099012008536,0.12499999995659723,0.031249999989149308,0.05231442102742919,0.02462853458436934,0.8749999996961806,0.2812499999023438,0.16064791585328628,0.15478144278032083,0.14285713775510223,0.07268557892916805,0.0066214654047799665,0.18749999993489586,0.15771467931680355
Yuya Osako,FC Cologne,Bundesliga,1718,FWD,1,Volume Forward,0.585154278516479,-0.3701572091738557,0.18858040849210034,0.09429020424605017,0.2109845715161006,0.09158343638800479,1.697223676428903,1.131482450952602,0.3937357132231024,0.18732576816828211,0.11111110802469146,-0.02240416302400025,0.0027067678580453836,0.18858040849210034,0.2905307406956923
Leon Goretzka,Schalke 04,Bundesliga,1718,MID,1,Volume Forward,-0.3742496153342757,-1.0674671310002741,0.18145161281176833,0.09072580640588417,0.20602741179134376,0.049912088709481245,2.0413306441323935,0.7711693544500154,0.22562605255522628,0.09561900207516073,0.0888888869135803,-0.02457579897957543,0.04081371769640292,0.13608870960882624,0.1606225273151935
Felix Klaus,Hannover 96,Bundesliga,1718,FWD,1,Volume Forward,0.4866586042478688,-0.5998783393548572,0.18063221265397278,0.09031610632698639,0.1847048504150373,0.08207555476717776,2.6191670834826053,1.399899648068289,0.3120426186540079,0.15149272719766177,0.0689655160523187,-0.004072637761064535,0.008240551559808629,0.22579026581746597,0.23176767292583483
Nabil Bentaleb,Schalke 04,Bundesliga,1718,MID,2,Efficient Impact Player,0.5872328014083611,-2.1419144317360326,0.3578528823480588,0.26838966176104406,0.2958952124338739,0.055063936997193495,1.3419483088052204,0.8051689852831323,0.14786208572561804,0.0863571612279865,0.2666666488888901,0.06195766991418489,0.21332572476385056,0.3578528823480588,0.11710962347680227
Robin Quaison,Mainz 05,Bundesliga,1718,FWD,1,Volume Forward,0.5185889805052619,-1.5078097969823987,0.25495750690158814,0.06373937672539703,0.2940991174235828,0.07730444555339354,2.6133144457412785,0.8286118974301615,0.39080800194444504,0.06511983759152358,0.09756097323022017,-0.03914161052199466,-0.013565068827996504,0.1912181301761911,0.2279639197679843
Yevhen Konoplyanka,Schalke 04,Bundesliga,1718,FWD,1,Volume Forward,3.612165264753464,0.48444825297954563,0.22886204689837122,0.22886204689837122,0.2940248316019444,0.282048704201601,3.0896376331280115,1.773680863462377,0.6778821426776672,0.18156220294237294,0.07407407270233199,-0.0651627847035732,-0.05318665730322977,0.057215511724592806,0.42972217281002006
Bruma,RasenBallsport Leipzig,Bundesliga,1718,DEF,4,Deep-Lying Playmaker,2.7607805499376505,0.5342273429356843,0.22457891439514727,0.11228945719757363,0.13287970439345662,0.19785353824870214,2.3019338725502596,1.4597629435684571,0.6223875918003919,0.39664383025652084,0.09756097323022017,0.09169921000169065,-0.0855640810511285,0.0,0.5095157110284564
Christian Pulisic,Borussia Dortmund,Bundesliga,1718,DEF,1,Volume Forward,2.2538094154724604,1.0644187078943683,0.15557476224910338,0.19446845281137923,0.21328102716412636,0.2072930454556707,1.477960241366482,1.1279170263059994,0.6309271731416908,0.27951114013296735,0.10526315512465383,-0.05770626491502298,-0.012824592644291477,0.038893690562275846,0.45521915663732904
Ishak Belfodil,Werder Bremen,Bundesliga,1718,FWD,1,Volume Forward,1.7030071560775488,-1.1359537861077118,0.268456375638735,0.06711409390968374,0.2819917301400913,0.18264146820592067,3.0201342259357684,1.1409395964646236,0.4517885059149494,0.15174907402088947,0.0888888869135803,-0.013535354501356345,-0.11552737429623693,0.06711409390968374,0.30176878996791945
Yussuf Poulsen,RasenBallsport Leipzig,Bundesliga,1718,FWD,1,Volume Forward,1.3621723472989336,-0.41791374804447234,0.21752265847883825,0.10876132923941913,0.39007145643659896,0.1189935901510254,2.0664652555489633,0.9788519631547722,0.5456458808781726,0.08941366567622093,0.10526315512465383,-0.1725487979577607,-0.01023226091160627,0.054380664619709564,0.3175297732771967
Josip Brekalo,"VfB Stuttgart,Wolfsburg",Bundesliga,1718,FWD,1,Volume Forward,0.5515655664814273,-1.1306222348708213,0.23017902798581902,0.057544756996454755,0.15777288989111093,0.09501578756594824,1.8989769808830068,1.4961636819078237,0.33294853484144865,0.15956527483153407,0.12121211753902675,0.07240613809470808,-0.03747103056949348,0.17263427098936426,0.24625690483649137
Lukas Rupp,Hoffenheim,Bundesliga,1718,MID,1,Volume Forward,2.032653404143963,-0.12507073245535275,0.22978723384698957,0.1531914892313264,0.1686304095727764,0.1638828827853153,1.225531913850611,1.3021276584662742,0.5747200499054116,0.2652860481332839,0.18749998828125072,0.06115682427421318,-0.010691393553988904,0.0765957446156632,0.4200030490193477
Theodor Gebre Selassie,Werder Bremen,Bundesliga,1718,DEF,2,Efficient Impact Player,-1.3436302159446056,-0.972301356792386,0.09544008480189463,0.0,0.08471112012879031,0.04327444178384231,0.5408271472107362,0.699893955213894,0.22644952221937564,0.15588102716487198,0.17647057785467188,0.010728964673104316,-0.04327444178384231,0.12725344640252617,0.1911652746921238
Jannik Vestergaard,Borussia M.Gladbach,Bundesliga,1718,DEF,2,Efficient Impact Player,-1.6912601662363995,-0.7977688516573908,0.09374999996744793,0.0,0.06136399042640984,0.021566407049037017,0.7499999997395834,0.15624999994574654,0.21523695891467284,0.1939632589837399,0.12499999479166687,0.03238600954103809,-0.021566407049037017,0.15624999994574654,0.20460010894920638
Josuha Guilavogui,Wolfsburg,Bundesliga,1718,MID,2,Efficient Impact Player,-0.7157863121331763,-0.29544472168741487,0.11198672745251484,0.07465781830167656,0.058435345726508554,0.06751079182884538,0.8212360013184421,0.8212360013184421,0.2729120996488136,0.2237316506613766,0.13636363016528952,0.053551381726006285,0.007147026472831178,0.29863127320670624,0.24832187515509507
Aaron Hunt,Hamburger SV,Bundesliga,1718,FWD,1,Volume Forward,1.0961496984945238,0.2887474972497374,0.1243093922079607,0.08287292813864046,0.10796280374709152,0.18022758176855655,1.243093922079607,2.569060772297854,0.34163717154470485,0.2078148972531474,0.09999999666666677,0.01634658846086917,-0.09735465362991609,0.04143646406932023,0.2747260343989261
Christoph Kramer,Borussia M.Gladbach,Bundesliga,1718,MID,2,Efficient Impact Player,-1.3814582231506038,-1.5486456062157525,0.12471131633962526,0.0,0.06958170409173979,0.02161857739434508,0.49884526535850104,0.5819861429182512,0.21117122731726762,0.16384690617306694,0.2499999791666684,0.05512961224788547,-0.02161857739434508,0.20785219389937545,0.18750906674516726
Admir Mehmedi,"Bayer Leverkusen,Wolfsburg",Bundesliga,1718,DEF,1,Volume Forward,2.7008227091564523,-0.15475793190022807,0.2716297783987628,0.2716297783987628,0.08819806738550287,0.2281120639263154,1.5392354109263227,2.354124746122611,0.43890205068466204,0.24014923427552073,0.17647057785467188,0.18343171101325992,0.0435177144724474,0.2716297783987628,0.33952564248009137
Kingsley Coman,Bayern Munich,Bundesliga,1718,FWD,3,Elite Complete Forward,5.153149653966501,2.1666672535794844,0.23601398580768004,0.23601398580768004,0.19431133037446033,0.30402108202522304,2.3601398580768005,1.8881118864614403,0.9356069523100313,0.516540520141768,0.09999999666666677,0.041702655433219715,-0.068007096217543,0.0,0.7260737362258997
Benjamin Hübner,Hoffenheim,Bundesliga,1718,DEF,2,Efficient Impact Player,-1.2554993604022417,-0.5283578911838028,0.11617900167117942,0.07745266778078629,0.09159778258083902,0.023988605155618535,0.8519793455886492,0.4259896727943246,0.21942314335358098,0.19794951186921475,0.13636363016528952,0.024581219090340403,0.05346406262516775,0.3485370050135383,0.20868632761139788
Franco Di Santo,Schalke 04,Bundesliga,1718,FWD,1,Volume Forward,-0.5492365229064816,-1.1294772680075504,0.1622596152871036,0.05408653842903453,0.18920974433021212,0.08152506616028299,1.6225961528710358,0.9735576917226215,0.2664999830694644,0.059708768937253284,0.09999999666666677,-0.026950129043108534,-0.027438527731248462,0.2163461537161381,0.16310437600335884
André Hahn,Hamburger SV,Bundesliga,1718,FWD,1,Volume Forward,-0.5660738202293634,-1.9450053881008262,0.1997041418641241,0.0,0.19639770115235203,0.05118774599053856,2.7958579860977375,0.4659763310162896,0.2333011869378985,0.050137431217614686,0.0714285697278912,0.0033064407117720795,-0.05118774599053856,0.0,0.1417193090777566
