player,team,league,season,position_group,cluster,archetype,pca_x,pca_y,goals_p90,assists_p90,xG_p90,xA_p90,shots_p90,key_passes_p90,xGChain_p90,xGBuildup_p90,shot_conversion,finishing_over_xG,creation_over_xA,discipline_p90,involvement_index
Son Heung-Min,Bayer Leverkusen,Bundesliga,1415,MID,5,Clinical Poacher,2.0084288356916646,-2.324517149964186,0.429501084412364,0.07809110625679345,0.20835964715285069,0.10675961882448433,2.459869847088994,1.5227765720074724,0.42928589619415647,0.19785286120389858,0.17460317183169569,0.22114143725951332,-0.028668512567690874,0.1561822125135869,0.3135693786990275
Anthony Ujah,FC Cologne,Bundesliga,1415,FWD,5,Clinical Poacher,2.0902566364398427,-1.9386867635774414,0.38184132355458583,0.11455239706637574,0.3035028445668027,0.15560211747839056,2.2528638089720565,1.2600763677301332,0.48372501199618684,0.11634069883121965,0.16949152255099115,0.07833847898778312,-0.04104972041201482,0.07636826471091716,0.3000328554137032
Lars Stindl,Hannover 96,Bundesliga,1415,MID,5,Clinical Poacher,2.750160733981911,-2.3207544846295343,0.500556173247744,0.15016685197432322,0.30499122153841135,0.16815662681582128,2.5528364835634947,1.6518353717175553,0.45780927806211646,0.19705564596269282,0.19607842752787397,0.1955649517093327,-0.017989774841498052,0.45050055592296967,0.3274324620124046
Raúl Bobadilla,Augsburg,Bundesliga,1415,FWD,5,Clinical Poacher,1.4040067142323238,-1.8180679588246116,0.3423354886487883,0.06846709772975766,0.35808966886029125,0.0942782032947076,2.841384555784943,1.4035755034600321,0.40792929640300857,0.08670124540491071,0.1204819262592539,-0.015754180211502933,-0.025811105564949935,0.20540129318927297,0.24731527090395963
Haris Seferovic,Eintracht Frankfurt,Bundesliga,1415,FWD,5,Clinical Poacher,2.247129121768775,-0.8137776592679445,0.31523642721007483,0.15761821360503742,0.29740162045046303,0.1724806102807594,2.963222415774703,1.0718038525142544,0.5248753109807945,0.19346096926490217,0.10638297759167045,0.0178348067596118,-0.014862396675721978,0.31523642721007483,0.35916814012284837
Kevin De Bruyne,Wolfsburg,Bundesliga,1415,FWD,3,Elite Complete Forward,7.380396400468209,2.865798035830865,0.2948885975442698,0.5897771950885397,0.227773980093338,0.4219545159012056,2.83093053642499,3.302752292495822,0.8699711970697714,0.3914893019655272,0.10416666558159723,0.06711461745093183,0.16782267918733407,0.08846657926328094,0.6307302495176493
Stefan Kießling,Bayer Leverkusen,Bundesliga,1415,FWD,1,Volume Forward,1.6481357673730792,-1.097604843493271,0.3135888500528111,0.13937282224569383,0.36095169874841687,0.09446021084641401,1.9512195114397137,1.219512194649821,0.478069543789709,0.12725134436890767,0.16071428284438782,-0.04736284869560575,0.04491261139927982,0.13937282224569383,0.30266044407930837
Stefan Aigner,Eintracht Frankfurt,Bundesliga,1415,MID,5,Clinical Poacher,1.0383823040331666,-2.423586219195267,0.38681948405596017,0.0,0.30277001701065137,0.08392216130701924,1.8481375349340319,1.203438394840765,0.437570348557303,0.15239518168536542,0.20930232071389954,0.0840494670453088,-0.08392216130701924,0.3438395413830757,0.2949827651213342
Eric Maxim Choupo-Moting,Schalke 04,Bundesliga,1415,FWD,5,Clinical Poacher,2.0343649089919404,-1.1450532176394645,0.3165298943663424,0.21101992957756158,0.24872544495733628,0.16797210287468736,2.3915592018790313,1.2661195774653695,0.36630755865657455,0.14521120315702274,0.13235293923010383,0.0678044494090061,0.043047826702874215,0.0,0.2557593809067986
Klaas-Jan Huntelaar,Schalke 04,Bundesliga,1415,FWD,5,Clinical Poacher,1.561167014477713,-1.3535859176828045,0.33210332089704664,0.11070110696568221,0.3773562181087344,0.08055441899572037,2.7306273051534946,1.0701107006682613,0.48305783772149974,0.11574418461393986,0.12162161997808622,-0.04525289721168774,0.03014668796996184,0.25830258291992514,0.2994010111677198
Martin Harnik,VfB Stuttgart,Bundesliga,1415,FWD,5,Clinical Poacher,1.2626916143599438,-2.0158609247111583,0.3604806406940451,0.08010680904312113,0.36603868046080346,0.10820396488394689,2.0827770351211496,0.7209612813880902,0.46441135959590407,0.09534402319695806,0.17307691974852077,-0.005558039766758338,-0.028097155840825755,0.20026702260780282,0.27987769139643104
Mario Götze,Bayern Munich,Bundesliga,1415,FWD,5,Clinical Poacher,3.381340525072584,-0.6035423613112146,0.3603202845372241,0.08007117434160535,0.3040416386147233,0.19696786097732588,2.4021352302481604,1.7615658355153176,0.674017026523423,0.3119506488999315,0.14999999750000004,0.056278645922500814,-0.11689668663572053,0.040035587170802675,0.49298383771167725
Davie Selke,Werder Bremen,Bundesliga,1415,FWD,5,Clinical Poacher,1.258794918677591,-2.594918704254822,0.40642247847143875,0.13547415949047958,0.36424786932303427,0.08650522846247981,1.9417962860302074,0.9031610632698639,0.3829101919496332,0.03229570825310992,0.20930232071389954,0.042174609148404485,0.048968931027999776,0.18063221265397278,0.20760295010137156
Kevin Volland,Hoffenheim,Bundesliga,1415,FWD,1,Volume Forward,2.174375621423526,-0.6352599063193639,0.2692595361745477,0.1682872101090923,0.19218859894337656,0.17420449831312962,2.8272251298327506,1.5482423330036492,0.4921439425571069,0.17507079389732702,0.0952380941043084,0.07707093723117112,-0.005917288204037308,0.20194465213091076,0.333607368227217
